,ars,aces,name,address,phone,email,schedule,reservation,presencial,drive,domicile
84,ARS Centro,ACES Pinhal Litoral, Santiago de Litém (Lab. Joaquim Rodrigues),"Largo João Costa Fonseca, Ed. Varandas de Sicó, Loja 3, r/c 3100-682 Santiago de Litém",239092942 910724856 910724165,lab.lfrazao@gmail.com,De 2ª a 6ª feira: 08H às 12H; Sábados: 08H às 11H; Domingos e feriados: Encerrado,Opcional,Sim,Só em automóvel,Não
85,ARS Centro,ACES Guarda, Seia (Beatriz Godinho),"Av. Dr. Afonso Costa, 7 r/c Dto. 6270-481 Seia",238311468,,"De 2ª a 6ª feira: 10H às 13H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Sim
86,ARS Centro,ACES Guarda, Guarda - NERGA (Laboratório do Serviço de Patologia Clínica - ULS Guarda),"Parque Industrial, Lote 37 6300-625 Guarda",,,"2ª a 6ª feira e feriados: 09H às 13H; Sábados e domingos: Encerrado Contatar o ADC de residência: 966492925 (Pinhel, Almeida, Figueira de Castelo Rodrigo); 966968208 (Seia, Gouveia, Fornos de Algodres)",Obrigatória,Sim,Só em automóvel,Não
87,ARS Centro,ACES Guarda, Trancoso (Laboratório do Serviço de Patologia Clínica - ULS Guarda),Av. das Indústrias – Zona Industrial - junto ao Centro de Inspeções de Trancoso (IPO) 6420-076 Trancoso,,,"2ª a 6ª feira e feriados: 09H às 13H; Sábados e domingos: Encerrado Contatar o ADC de residência: 966492925 (Pinhel, Almeida, Figueira de Castelo Rodrigo); 966492922 (Trancoso, Mêda, Vila Nova de Foz Côa); 966968208 (Seia, Gouveia, Fornos de Algodres)",Obrigatória,Sim,Só em automóvel,Não
88,ARS Centro,ACES Guarda, Guarda (Egianálise),Rua Vasco Borges 23 A 6300-771 Guarda,271212109 939851415,egianalisecovid@sapo.pt egianalise@sapo.pt,2ª feira a sábado: 09H às 16H; Domingos e feriados: Encerrado,Obrigatória,Sim,Só em automóvel,Sim
89,ARS Centro,ACES Guarda, Vilar Formoso (Egianálise),Avenida da Fronteira 16 R/C - Instalações da Cruz Vermelha 6356-909 Vilar Formoso,271212109 939851415,egianalise@sapo.pt,"De 2ª a 6ª feira: 09H às 11H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Só em automóvel,Sim
90,ARS Centro,ACES Guarda, Almeida (Egianálise),"Avenida El Rei D Dinis, 7 r/c 6351-909 Almeida",271212109 939851415,egianalise@sapo.pt,"De 2ª a 6ª feira: 09H às 11H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Só em automóvel,Sim
91,ARS Centro,ACES Guarda, Pinhel (Egianálise),Avenida D José I 5 r/c 6400-311 Pinhel,271212109 939851415,egianalise@sapo.pt,"De 2ª a 6ª feira: 09H às 11H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Só em automóvel,Sim
92,ARS Centro,ACES Guarda, Celorico da Beira (Egianálise),Rua da Corredoura 113 r/c 6361-909 Celorico da Beira,271212109 939851415,egianalise@sapo.pt,"De 2ª a 6ª feira: 09H às 11H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Só em automóvel,Sim
93,ARS Centro,ACES Guarda, Mêda (Egianálise),Avenida Gago Coutinho e Sacadura Cabral 6431-909 Mêda,271212109 939851415,egianalise@sapo.pt,"De 2ª a 6ª feira: 09H às 11H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Só em automóvel,Sim
94,ARS Centro,ACES Guarda, Fornos de Algofres (Egianálise),"Urbanização Sul, loja A3 r/c 6371-909 Fornos de Algodres",271212109 939851415,egianalise@sapo.pt,"De 2ª a 6ª feira: 09H às 11H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Só em automóvel,Sim
95,ARS Centro,ACES Guarda, Sabugal (Egianálise),Rua do Campo da Bola 10 r/c 6320-315 Sabugal,271212109 939851415,egianalise@sapo.pt,"De 2ª a 6ª feira: 09H às 11H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Só em automóvel,Sim
96,ARS Centro,ACES Guarda, Vila Nova de Foz Côa (Egianálise),Largo Dr. Artur Aguilar 10 r/c 5151-909 Vila Nova de Foz Côa,271212109 939851415,egianalise@sapo.pt,"De 2ª a 6ª feira: 09H às 11H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Só em automóvel,Sim
97,ARS Centro,ACES Guarda, Aguiar da Beira (Egianálise),Avenida da Liberdade 56 A r/c 3571-909 Aguiar da Beira,271212109 939851415,egianalise@sapo.pt,"De 2ª a 6ª feira: 09H às 11H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Só em automóvel,Sim
98,ARS Centro,ACES Guarda, Trancoso (Egianálise),"Avenida Engenheiro Frederico Ulrich s/n, Fração N 6420-011 Trancoso",271212109 939851415,egianalise@sapo.pt,"De 2ª a 6ª feira: 09H às 11H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Só em automóvel,Sim
99,ARS Centro,ACES Guarda, Seia (Laboratório A. Clínicas Dra. Maria do Carmo Chaves),"Praceta Comendador Joaquim Fernandes Simões, 9 RC 6270-457 Seia",238313265 915499734,laboratorio@figueiralab.com,"De 2ª a 6ª feira: 08H às 18H; Sábados, domingos e feriados: Encerrado",Opcional,Sim,Não tem,Não
100,ARS Centro,ACES Guarda,ADC Comunidade Guarda (Gouveia),"Rua Dr. Mário Gomes Figueira, s/n 6290-370 Gouveia",966968208,adc.gouveia@ulsguarda.min-saude.pt,2ª a 6ª feira e feriados: 09H às 13H; Sábados e domingos: Encerrado Colheitas por equipas em unidades móveis e no posto de colheita do NERGA,Obrigatória,Sim,Não tem,Não
101,ARS Centro,ACES Guarda,ADC Comunidade Guarda (Pinhel),"Avenida D. José I, nº 4 6400-490 Pinhel",966492925,adc.pinhel@ulsguarda.min-saude.pt,2ª a 6ª feira e feriados: 09H às 13H; Sábados e domingos: Encerrado Colheitas por equipas em unidades móveis e no posto de colheita do NERGA,Obrigatória,Sim,Não tem,Não
102,ARS Lisboa e Vale do Tejo,ACES Oeste Norte, Caldas da Rainha (Dr. Joaquim Chaves),"Rua Fonte do Pinheiro, 14 2500-203 Caldas da Rainha",214124300,,"De 2ª a 6ª feira: 13H às 16H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Sim
103,ARS Lisboa e Vale do Tejo,ACES Oeste Norte, Alcobaça (Affidea),"Av. Prof Engenheiro Joaquim Vieira Natividade, 80 2460-071 Alcobaça",262925610,geral@policlinicabenedita.com,"De 2ª a 6ª feira: 09H às 10H30; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Só em automóvel,Não
104,ARS Lisboa e Vale do Tejo,ACES Oeste Norte, Caldas da Rainha (Germano de Sousa),"Pavilhão Rainha D. Leonor, Rua Vitorino Frois, nº 37 2500-256 Caldas da Rainha",800210133,,"De 2ª a 6ª feira: 14H às 18H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Não
105,ARS Lisboa e Vale do Tejo,ACES Cascais, S. Domingos de Rana (Dr. Joaquim Chaves),"Rua Feliciano Moreira, S. Domingos de Rana 2785-558 S. Domingos de Rana",800203186,,"De 2ª a 6ª feira: 14H às 16H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Não
106,ARS Lisboa e Vale do Tejo,ACES Cascais, Estoril (Germano de Sousa),Avenida Amaral - Centro de Congressos do Estoril 2765-192 Estoril,800203186,covid19.cascais@germanodesousa.com,2ª feira a sábado: 09H às 18H; Domingos e feriados: Encerrado,Obrigatória,Sim,Não tem,Não
107,ARS Lisboa e Vale do Tejo,ACES Cascais, São João do Estoril (Cintramédica Ii),"Rua Egas Moniz, 262, Loja B 2675-477 S. João do Estoril",214661041,analises@cintramedica.pt,"De 2ª a 6ª feira: 08H às 16H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Não
108,ARS Lisboa e Vale do Tejo,ACES Amadora, Amadora (Dr. Joaquim Chaves),"Av. Câmara Pestana, 1 B, Venda Nova 2700-220 Amadora",214758700,,"Todos os dias úteis, fins de semana e feriados: 14H às 19H",Obrigatória,Sim,Não tem,Não
109,ARS Lisboa e Vale do Tejo,ACES Amadora, Damaia (Lumilabo),"Largo Alexandre Gusmão, 14 2720-728 Damaia",217210480,marcacoes@lumilabo.pt,"De 2ª a 6ª feira: 11H30 às 17H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Não
110,ARS Lisboa e Vale do Tejo,ACES Amadora, Amadora (Germano de Sousa),Av. da Aviação Portuguesa - Escola Básica Gago Coutinho 2720-057 Amadora,214758700 ,covid19.amadora@germanodesousa.com,"De 2ª a 6ª feira: 14H às 19H; Sábados, domingos e feriados: Encerrado",Opcional,Sim,Não tem,Não
111,ARS Lisboa e Vale do Tejo,ACES Arco Ribeirinho, Barreiro (Germano de Sousa),Rua Real Fábrica do Vidro 2830-516 Coina,212071273 967130928,covid19.barreiro@germanodesousa.com,De 2ª a 6ª feira: 09H às 13H | 14H às 18H; Sábados: 09H às 13H; Domingos e feriados: Encerrado,Obrigatória,Sim,Não tem,Não
112,ARS Lisboa e Vale do Tejo,ACES Arco Ribeirinho, Lavradio (Affidea),"Rua D. José Cárcamo Lobo, N.º 46 A 2835-421 Lavradio",210079600 ,hormofuncional@affidea.pt,"3ªF e 5ªF: 14H às 16H; 2ªF, 4ªF, 6ªF, Sábados: Domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Não
113,ARS Lisboa e Vale do Tejo,ACES Arco Ribeirinho, Baixa da Banheira (Labocentro),"Rua Padre António Vieira, 2 A 2835-141 Baixa da Banheira",210129276 961773477,covid19@clarasaude.pt  geral@labocentro.pt,2ª feira a sábado: 08H às 11H; Domingos e feriados: Encerrado,Obrigatória,Sim,Não tem,Sim
114,ARS Lisboa e Vale do Tejo,ACES Estuário do Tejo, Alenquer (Synlabhealth Ii),"Rua Francisco José Lopes, s/n 2580-393 Alenquer",263732135 912961311,,"De 2ª a 6ª feira: 09H às 13H | 14H às 18H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Em viatura ou a pé,Não
115,ARS Lisboa e Vale do Tejo,ACES Estuário do Tejo, Alenquer (Affidea),"Rua Sacadura Cabral, N.º 54 A 2580-371 Alenquer",263040352,affidea.px@gmail.com,"De 2ª a 6ª feira: 14H às 16H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Só em automóvel,Não
116,ARS Lisboa e Vale do Tejo,ACES Estuário do Tejo, Vila Franca de Xira (Labocentro),"Rua José Dias da Silva, 3 2600-170 Vila Franca de Xira",210129276 961773477,covid19@clarasaude.pt  geral@labocentro.pt,"De 2ª a 6ª feira: 08H às 11H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Sim
117,ARS Lisboa e Vale do Tejo,ACES Estuário do Tejo,ADC Comunidade Estuário do Tejo (Alverca),"Praça Sociedade Filarmónica Recreio Alverquense, nº 22 - Edifício do Centro de Saúde 2615-042 Alverca do Ribatejo",966523004,adc.estuariotejo@arslvt.min-saude.pt,"De 2ª a 6ª feira: 09H às 13H | 14H às 18H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Não
118,ARS Lisboa e Vale do Tejo,ACES Estuário do Tejo,ADC Comunidade Estuário do Tejo (Samora Correia),"Praceta Padre Camilo, n.º 3 2135-089 Samora Correia",966523004,adc.estuariotejo@arslvt.min-saude.pt,"2ªF, 4ªF e 6ªF: 14H às 22H; 3ªF e 5ªF: 09H às 15H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Não
119,ARS Lisboa e Vale do Tejo,ACES Oeste Sul, Torres Vedras (Dr. Joaquim Chaves),Centro de Educação Ambiental - Parque Verde da Várzea 2560-625 Torres Vedras,800200066,,2ª feira a domingo: 09H às 13H; Feriados: Encerrado,Obrigatória,Sim,Não tem,Não
120,ARS Lisboa e Vale do Tejo,ACES Oeste Sul, Mafra (Germano de Sousa),Largo Coronel Brito Gorjão - Complexo Cultural Quinta da Raposa 2640-465 Mafra,930551476,covid19.mafra@germanodesousa.com,"De 2ª a 6ª feira: 09H às 13H30 | 14H às 18H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Não
121,ARS Lisboa e Vale do Tejo,ACES Oeste Sul, Mafra (Cintramédica Ii),"Avenida 1º. de Maio, 12 2640-437 Mafra",219100080,analises@cintramedica.pt,"De 2ª a 6ª feira: 08H às 16H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Não
122,ARS Lisboa e Vale do Tejo,ACES Oeste Sul, Lourinhã (Germano de Sousa),Praça José Máximo da Costa - Ao lado da CM Lourinhã 2534-500 Lourinhã,800200150 ,covid19.lourinha@germanodesousa.com,"De 2ª a 6ª feira: 14H às 17H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Não
123,ARS Lisboa e Vale do Tejo,ACES Lisboa Ocidental e Oeiras, Algés (Dr. Joaquim Chaves),"Palácio dos Anjos, Alameda Hermano Patrone 1495-064 Algés",214540800,,"De 2ª a 6ª feira: 14H às 18H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Não
124,ARS Lisboa e Vale do Tejo,ACES Lisboa Ocidental e Oeiras, Carnaxide (Dr. Joaquim Chaves),"Rua Manuel Teixeira Gomes, 15 E - Loja A 2790-105 Carnaxide",214124300,geral@jcs.pt,"De 2ª a 6ª feira: 13H às 18H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Sim
125,ARS Lisboa e Vale do Tejo,ACES Lisboa Ocidental e Oeiras, Paço de Arcos (Labocentro),"Rua Marquês Fronteira, 4 - B 2770-123 Paço de Arcos",210129276 961773477,covid19@clarasaude.pt  geral@labocentro.pt,"De 2ª a 6ª feira: 08H às 11H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Sim
126,ARS Lisboa e Vale do Tejo,ACES Lisboa Central, Lisboa Rodrigues Sampaio (Synlabhealth Ii),"Rua Rodrigues Sampaio, 30 B r/c 1169-067 Lisboa",213587400,,"De 2ª a 6ª feira: 10H às 12H | 13H às 17H30; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Não
127,ARS Lisboa e Vale do Tejo,ACES Lisboa Central, Lisboa (Dr. Joaquim Chaves),"Rua Tomás Ribeiro, 6 C   1050-229 Lisboa",214124300,,"De 2ª a 6ª feira: 13H às 18H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Sim
128,ARS Lisboa e Vale do Tejo,ACES Lisboa Central, Lisboa - Parque das Nações (Synlabhealth Ii),Galeria Comercial Estação do Oriente loja nº G 113 A 1990-233 Lisboa,210496390,,"De 2ª a 6ª feira: 10H às 13H | 14H às 17H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Não
129,ARS Lisboa e Vale do Tejo,ACES Lisboa Central, Lisboa (Lumilabo),"Avenida Columbano Bordalo Pinheiro, 71A/B 1070-061 Lisboa",217210480 217210482,marcacoes@lumilabo.pt,De 2ª a 6ª feira: 09H às 18H; Sábados: 10H às 14H; Domingos e feriados: Encerrado,Obrigatória,Sim,Só em automóvel,Não
130,ARS Lisboa e Vale do Tejo,ACES Lisboa Central, Lisboa - Olivais Norte (Affidea),"Rua Capitão Tenente Oliveira e Carmo, Lote 144 R/C e CV - Olivais Norte 1800-050 Lisboa",210079600 ,hormofuncional@affidea.pt,"2ªF, 4ªF e 6ªF: 14H às 16H; 3ªF, 5ªF, Sábados: Domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Não
131,ARS Lisboa e Vale do Tejo,ACES Lisboa Central, Lisboa (Labocentro),"Praça do Norte, 8 - 1º 1800-281 Lisboa",210129276 961773477,covid19@clarasaude.pt  geral@labocentro.pt,2ª feira a sábado: 08H às 11H; Domingos e feriados: Encerrado,Obrigatória,Sim,Não tem,Sim
132,ARS Lisboa e Vale do Tejo,ACES Lisboa Central,ADC Comunidade (Infecciologia - Hospital Curry Cabral - CHULC),"Rua da Beneficência, 8 1060-166 Lisboa",217924326,covidhcc@chlc.min-saude.pt,"Todos os dias úteis, fins de semana e feriados: 08H às 20H",Obrigatória,Sim,Não tem,Não
133,ARS Lisboa e Vale do Tejo,ACES Lisboa Norte, Lisboa Rego (Synlabhealth Ii),"Rua Cardeal Mercier, 4 B 1600-027 Lisboa",217939053,,"De 2ª a 6ª feira: 10H às 13H | 14H às 17H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Não
134,ARS Lisboa e Vale do Tejo,ACES Lisboa Norte, Lisboa Quinta da Luz (Synlabhealth Ii),"Rua Adelaide Cabete, 10 e 10F 1500-024 Lisboa",217963650,,"De 2ª a 6ª feira: 10H às 12H | 14H às 18H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Não
135,ARS Lisboa e Vale do Tejo,ACES Lisboa Norte, Lisboa (Hospital Cruz Vermelha),"Rua Duarte Galvão, 54 1549-008 Lisboa",217714000,callcenter@hcvp.com.pt,2ª feira a sábado: 08H às 20H; Domingos e feriados: Encerrado,Obrigatória,Sim,Só em automóvel,Não
136,ARS Lisboa e Vale do Tejo,ACES Lisboa Norte, Lisboa (Germano de Sousa),Rua Luís de Freitas Branco - Escola Básica Quinta dos Frades 1600-488 Lisboa,800910219,covid19.lumiar@germanodesousa.com,2ª feira a sábado: 09H às 18H; Domingos e feriados: Encerrado,Obrigatória,Sim,Não tem,Não
137,ARS Lisboa e Vale do Tejo,ACES Lisboa Norte, Lisboa (Cintramédica Ii),"Rua São Tomás de Aquino, nº 4, A 1600-203 Lisboa",217223494,analises@cintramedica.pt,"De 2ª a 6ª feira: 08H às 16H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Não
138,ARS Lisboa e Vale do Tejo,ACES Lisboa Norte, Lisboa Estrada de Benfica (Synlabhealth Ii),"Estrada de Benfica, 311 A, Loja B 1500-074 Lisboa", 912059578,,"De 2ª a 6ª feira: 08H às 13H | 14H às 17H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Não
139,ARS Lisboa e Vale do Tejo,ACES Loures / Odivelas, Odivelas (Synlabhealth Ii),"Rua dos Bombeiros Voluntários, 28 B 2675-304 Odivelas",219333146,,"De 2ª a 6ª feira: 08H às 13H | 14H às 17H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Não
140,ARS Lisboa e Vale do Tejo,ACES Loures / Odivelas, Moscavide (Dr. Joaquim Chaves),Rua Adão Manuel Ramos Barata 1885-100 Moscavide,219499210,,2ª feira a domingo: 11H às 12H | 16H às 18H; Feriados: Encerrado,Obrigatória,Sim,Não tem,Não
141,ARS Lisboa e Vale do Tejo,ACES Loures / Odivelas, Santo António dos Cavaleiros (Lumilabo),"Praça D. Miguel I, Nº2 Loja 2670-105 Santo António dos Cavaleiros",217210480,marcacoes@lumilabo.pt,"De 2ª a 6ª feira: 11H30 às 17H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Não
142,ARS Lisboa e Vale do Tejo,ACES Loures / Odivelas,ADC Comunidade Loures-Odivelas (Póvoa de Santo Adrião),Rua Henrique dos Santos 2675-161 Póvoa de Santo Adrião,219380220,adc.louresodivelas@arslvt.min-saude.pt,"Todos os dias úteis, fins de semana e feriados: 08H às 20H",Obrigatória,Sim,Não tem,Não
143,ARS Lisboa e Vale do Tejo,ACES Sintra, Sintra (Dr. Joaquim Chaves),"Travessa da Portela, nº1, Portela de Sintra 2710-437 Sintra",214124300,,"De 2ª a 6ª feira: 14H às 18H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Não
144,ARS Lisboa e Vale do Tejo,ACES Sintra, Sintra (Cintramédica Ii),"Travessa da Portela, Edifício Cintramédica 2710-437 Sintra",219100080,analises@cintramedica.pt,"De 2ª a 6ª feira: 08H às 16H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Em viatura ou a pé,Não
145,ARS Lisboa e Vale do Tejo,ACES Médio Tejo, Torres Novas (Synlabhealth Torres Novas),"Avenida Dr. Sá Carneiro, lote 4, loja 4 2350-536 Torres Novas",919585932,,"De 2ª a 6ª feira: 08H às 12H | 14H às 18H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Não
146,ARS Lisboa e Vale do Tejo,ACES Médio Tejo, Tomar (Fernanda Galo),"Rua São João, nº 131, r/c 2300-568 Tomar",249311013 913404937,covid19@fernandagalo.com,"De 2ª a 6ª feira: 10H30 às 12H | 14H às 18H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Não
147,ARS Lisboa e Vale do Tejo,ACES Médio Tejo, Sardoal (Fernanda Galo),Rua da Fonte da Estrada nº 7 - Parque Desportivo da Câmara Municipal do Sardoal 2230-106 Sardoal,968895013,covid19@fernandagalo.com,"De 3ª a 6ª feira: 14H às 17H; 2ªF, Sábados: Domingos e feriados: Encerrado",Opcional,Sim,Não tem,Não
148,ARS Lisboa e Vale do Tejo,ACES Médio Tejo, Ourém (Fernanda Galo),"Rua Dr. António Justiniano da Luz Preto nº 161, Loja B, 2490-579 Ourém", 968895013,covid19@fernandagalo.com,"2ªF e 5ªF: 14H às 17H; 3ªF, 4ªF, 6ªF, Sábados: Domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Sim
149,ARS Lisboa e Vale do Tejo,ACES Lezíria, Santarém (Dr. Joaquim Chaves),"Avenida dos Combatentes da Grande Guerra, 20 A 2005-258 Santarém",214124300,,"De 2ª a 6ª feira: 14H às 16H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Sim
150,ARS Lisboa e Vale do Tejo,ACES Lezíria, Santarém (Germano de Sousa),"Pavilhão do Futuro – Casa do Campino, 2000-014 Santarém",800200371,covid19.santarem@germanodesousa.com,"De 2ª a 6ª feira: 09H às 12H30 | 14H às 17H30; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Não
151,ARS Lisboa e Vale do Tejo,ACES Lezíria, Almeirim (Synlabhealth Torres Novas),"Rua General Humberto Delgado, 4 2080-141 Almeirim",243592604,affidea.px@gmail.com,"De 2ª a 6ª feira: 11H às 16H30; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Não
152,ARS Lisboa e Vale do Tejo,ACES Lezíria, Rio Maior (Germano de Sousa),"Rua Fernando Casimiro Pereira da Silva, 3A 2040-227 Rio Maior",243993195,,"De 2ª a 6ª feira: 14H às 18H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Não
153,ARS Lisboa e Vale do Tejo,ACES Lezíria, Santarém (Fernanda Galo),Rua Pedro de Santarém nº 134 2000-223 Santarém, 966675576,covid19@fernandagalo.com,"2ªF, 4ªF e 6ªF: 14H às 17H; 3ªF, 5ªF, Sábados: Domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Sim
154,ARS Lisboa e Vale do Tejo,ACES Almada / Seixal, Almada (Germano de Sousa),Rua dos 3 Vales - Escola Básica Rogério Ribeiro 2800-216 Almada,932007691,covid19.almada@germanodesousa.com,2ª feira a sábado: 14H às 18H; Domingos e feriados: Encerrado,Obrigatória,Sim,Não tem,Não
155,ARS Lisboa e Vale do Tejo,ACES Almada / Seixal, Seixal (Germano de Sousa),"Rua Quinta Nossa Senhora Monte Sião, n.º 1, Torre da Marinha 2840-614 Seixal",931393886,,2ª feira a sábado: 09H às 13H; Domingos e feriados: Encerrado,Obrigatória,Sim,Não tem,Não
156,ARS Lisboa e Vale do Tejo,ACES Almada / Seixal, Fernão Ferro (Labocentro),"Rua da Igreja, Lote 893 R/C A 2865-067 Fernão Ferro",210129276 961773477,covid19@clarasaude.pt  geral@labocentro.pt,De 2ª a 6ª feira: 07H30 às 11H30; Sábados: 08H às 11H; Domingos e feriados: Encerrado,Obrigatória,Sim,Não tem,Sim
157,ARS Lisboa e Vale do Tejo,ACES Almada / Seixal, Almada (Labocentro),"Rua Cabo da Boa Esperança, 17 A 2805-109 Almada",210129276 961773477,covid19@clarasaude.pt  geral@labocentro.pt,De 2ª a 6ª feira: 07H às 11H; Sábados: 08H às 11H; Domingos e feriados: Encerrado,Obrigatória,Sim,Não tem,Sim
158,ARS Lisboa e Vale do Tejo,ACES Arrábida, Setúbal (Germano de Sousa),"Rua Professor Marques de Sousa, Escola Básica EB Monte Belo 2910-717 Setúbal",966501091 966512191,,2ª feira a sábado: 09H às 13H | 14H às 18H; Domingos e feriados: Encerrado,Obrigatória,Sim,Não tem,Não
159,ARS Lisboa e Vale do Tejo,ACES Arrábida, Setúbal (Synlabhealth Ii),"Rua Damão, 9 2900-340 Setúbal",265230139,,"De 2ª a 6ª feira: 11H às 12H | 13H às 17H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Não
160,ARS Lisboa e Vale do Tejo,ACES Arrábida, Pinhal Novo 1 (Labocentro),"Rua Gago Coutinho e Sacadura Cabral, 136-138 2955-190 Pinhal Novo",210129276 961773477,covid19@clarasaude.pt  geral@labocentro.pt,De 2ª a 6ª feira: 07H às 18H; Sábados: 08H às 12H; Domingos e feriados: Encerrado,Obrigatória,Sim,Não tem,Sim
161,ARS Lisboa e Vale do Tejo,ACES Arrábida, Pinhal Novo 2 (Labocentro),"Rua Ferreira de Castro, Lote 12E 2955-185 Pinhal Novo",210129276 961773477,covid19@clarasaude.pt  geral@labocentro.pt,2ª feira a sábado: 08H às 11H; Domingos e feriados: Encerrado,Obrigatória,Sim,Não tem,Sim
162,ARS Lisboa e Vale do Tejo,ACES Arrábida, Quinta do Conde (Labocentro),"Pcta. da Juventude, Lote 14 R/C 2975-339 Quinta do Conde",210129276 961773477,covid19@clarasaude.pt  geral@labocentro.pt,2ª feira a sábado: 08H às 11H; Domingos e feriados: Encerrado,Obrigatória,Sim,Não tem,Sim
163,ARS Lisboa e Vale do Tejo,ACES Arrábida, Setúbal (Labocentro),"Av. D. João II, 2-B 2910-548 Setúbal",210129276 961773477,covid19@clarasaude.pt  geral@labocentro.pt,2ª feira a sábado: 08H às 11H; Domingos e feriados: Encerrado,Obrigatória,Sim,Não tem,Sim
164,ARS Alentejo,ACES Baixo Alentejo, Ferreira do Alentejo (Synlabhealth Alentejo),"Avenida General Humberto Delgado, 51 7900-555 Ferreira do Alentejo",284739418,posto.ferreira-alentejo@synlab.pt,"De 2ª a 6ª feira: 14H às 18H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Não
165,ARS Alentejo,ACES Baixo Alentejo,ADC Comunidade Baixo Alentejo (Beja),Rua Dom José do Patrocínio Dias 7800-053 Beja,284313420,csbeja@ulsba.min-saude.pt,"Todos os dias úteis, fins de semana e feriados: 09H às 13H",Obrigatória,Sim,Em viatura ou a pé,Sim
166,ARS Alentejo,ACES Alentejo Litoral, Sines (Clidis),"Quinta dos Passarinhos, 136 - Junto ao Pavilhão da Junta de Freguesia de Sines (atrás do LIDL) 7520-164 Sines",269630370,covidclidis@grupohpa.com,"De 2ª a 6ª feira: 08H às 16H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Em viatura ou a pé,Não
167,ARS Alentejo,ACES Alentejo Litoral, Alcácer do Sal (Germano de Sousa),"Largo 25 de Abril, nº 2 A 7580-151 Alcácer do Sal",265613056 966987894,covid19.alcacerdosal@germanodesousa.com,"De 2ª a 6ª feira: 14H às 17H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Não
168,ARS Alentejo,ACES Alentejo Central, Évora (Germano de Sousa),"Rua 5 de outubro, n.º 45 7000-854 Évora", 930558390,evora@germanodesousa.com,"De 2ª a 6ª feira: 12H às 17H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Não
